House Id,Lot Area,Overall Quality,Overall Condition,Year Built,Basement Area,Ground Floor Area,Second Floor Area,Living Area,Bathrooms,Bedrooms,Fireplaces,Garage Area,Deck Area,Sale Price
365,18800,6,5,1976,796,790,784,1574,4,3,1,566,306,190000
366,10690,5,7,1920,672,672,672,1344,1,3,0,468,0,147000
367,9500,6,5,1963,1394,1394,0,1394,3,3,2,514,0,159000
368,9150,6,5,1962,1099,1431,0,1431,2,3,1,296,64,165000
369,7800,5,6,1954,1268,1268,0,1268,1,2,1,244,0,132000
370,9830,5,7,1959,1063,1287,0,1287,2,3,1,576,364,162000
371,8121,6,5,2000,953,953,711,1664,3,3,1,460,100,172400
372,17120,4,4,1959,0,1120,468,1588,2,4,1,680,0,134432
373,7175,6,5,1984,744,752,0,752,2,2,0,264,353,125000
374,10634,5,6,1953,608,1319,0,1319,2,3,0,270,66,123000
375,8200,7,5,2003,847,847,1081,1928,3,4,1,434,100,219500
376,10020,1,1,1922,683,904,0,904,2,1,0,0,0,61000
377,8846,5,5,1996,870,914,0,914,1,2,0,576,0,148000
378,11143,8,5,2004,1580,1580,886,2466,3,4,1,610,159,340000
379,11394,9,2,2010,1856,1856,0,1856,3,1,1,834,113,394432
380,8123,6,5,2000,982,1007,793,1800,3,3,1,463,100,179000
381,5000,5,6,1924,1026,1026,665,1691,2,3,1,308,0,127000
382,7200,7,5,2006,1293,1301,0,1301,3,2,1,572,216,187750
383,9245,7,5,2006,939,939,858,1797,3,3,0,639,144,213500
384,9000,6,3,1928,784,784,0,784,1,2,0,360,0,76000
385,53107,6,5,1992,1580,1079,874,1953,4,3,2,501,216,240000
386,3182,8,5,2004,1256,1269,0,1269,2,2,1,430,146,192000
387,8410,5,3,1910,658,658,526,1184,1,5,0,0,0,81000
388,7200,6,6,1976,1041,1125,0,1125,2,3,1,352,296,125000
389,9382,7,5,1999,1468,1479,0,1479,2,3,0,577,120,191000
390,12474,10,5,2007,1682,1742,590,2332,4,3,1,846,196,426000
391,8405,5,8,1900,861,961,406,1367,2,4,0,384,0,119000
392,12209,6,5,2001,804,804,1157,1961,4,3,1,560,125,215000
393,8339,5,7,1959,0,882,0,882,1,3,0,294,0,106500
394,7446,4,5,1941,788,788,0,788,1,2,2,0,0,100000
395,10134,5,6,1940,735,735,299,1034,1,2,0,240,0,109000
396,9571,5,6,1956,1144,1144,0,1144,2,3,0,596,44,129000
397,7200,5,5,1972,894,894,0,894,1,2,0,600,215,123000
398,7590,5,5,1962,864,876,936,1812,2,4,1,264,0,169500
399,8967,5,2,1920,961,1077,0,1077,1,2,0,338,0,67000
400,8125,7,5,2006,1092,1112,438,1550,3,2,0,438,0,241000
401,14963,8,5,1996,1260,1288,0,1288,3,1,2,500,120,245500
402,8767,7,5,2005,1310,1310,0,1310,2,3,1,400,0,164990
403,10200,5,8,1940,672,672,0,672,1,2,0,240,168,108000
404,12090,8,5,1998,1141,1165,1098,2263,3,4,1,420,144,258000
405,10364,6,5,1995,806,806,766,1572,3,3,1,373,0,168000
406,9991,4,4,1976,1281,1620,0,1620,3,3,1,490,120,150000
407,10480,6,5,1936,1064,1166,0,1639,1,3,0,240,0,115000
408,15576,6,7,1915,840,840,840,1680,2,4,0,308,0,177000
409,14154,7,5,2006,1063,1071,1101,2172,3,3,1,947,192,280000
410,10800,8,5,2007,1034,1050,1028,2078,4,3,1,836,0,339750
411,9571,5,3,1958,1276,1276,0,1276,1,3,0,350,0,60000
412,34650,5,5,1955,1056,1056,0,1056,2,3,0,572,264,145000
413,4403,7,5,2009,1470,1478,0,1478,4,2,1,484,0,222000
414,8960,5,6,1927,1008,1028,0,1028,1,2,1,360,0,115000
415,11228,7,5,1993,1080,1080,1017,2097,4,3,1,678,196,228000
416,8899,7,5,2007,1340,1340,0,1340,2,3,0,396,100,181134
417,7844,6,7,1978,672,672,728,1400,2,3,1,440,0,149500
418,22420,6,6,1918,1370,1370,1254,2624,4,4,1,864,0,239000
419,8160,5,6,1940,756,756,378,1134,3,3,0,240,0,126000
420,8450,5,6,1968,1056,1056,0,1056,2,3,1,304,0,142000
421,7060,7,5,1997,1344,1344,0,1344,4,2,0,784,0,206300
422,16635,6,7,1977,1602,1602,0,1602,3,3,1,529,240,215000
423,21750,5,5,1954,988,988,0,988,1,2,0,520,0,113000
424,9200,8,5,1998,1470,1470,1160,2630,4,4,1,696,0,315000
425,9000,6,5,1956,1196,1196,0,1196,2,2,1,297,0,139000
426,3378,7,8,1946,651,707,682,1389,2,3,2,240,0,135000
427,12800,7,5,1989,1518,1644,0,1644,4,2,1,569,80,275000
428,8593,4,6,1957,907,907,0,907,1,3,0,352,0,109008
429,6762,7,5,2007,1208,1208,0,1208,3,2,0,628,105,195400
430,11457,6,5,1988,1392,1412,0,1412,3,3,1,576,0,175000
431,1680,6,5,1971,483,483,504,987,2,2,0,264,0,85400
432,5586,6,7,1920,901,1088,110,1198,1,4,0,0,0,79900
433,1920,5,5,1971,765,765,600,1365,3,2,0,440,240,122500
434,10839,6,5,1997,926,926,678,1604,3,3,1,470,0,181000
435,1890,4,7,1972,630,630,0,630,2,1,0,0,88,81000
436,10667,7,6,1996,799,827,834,1661,4,3,1,550,158,212000
437,4400,6,8,1920,648,734,384,1118,1,2,0,440,0,116000
438,6000,6,7,1926,884,904,0,904,1,2,0,180,0,119000
439,4280,5,6,1913,440,694,0,694,1,2,1,352,0,90350
440,12354,6,8,1920,684,684,512,1196,1,3,0,528,0,110000
441,15431,10,5,2008,3094,2402,0,2402,3,2,2,672,0,555000
442,12108,4,4,1955,1440,1440,0,1440,2,4,0,0,0,118000
443,6240,5,7,1930,1078,1128,445,1573,2,3,1,360,0,162900
444,3922,7,5,2006,1258,1258,0,1258,2,2,1,648,144,172500
445,8750,7,5,1994,915,933,975,1908,4,4,1,493,144,210000
446,9855,6,5,1956,1436,1689,0,1689,1,3,1,480,0,127500
447,16492,6,6,1966,1517,1888,0,1888,3,2,1,578,0,190000
448,11214,7,5,1998,930,956,930,1886,3,4,1,431,89,199900
449,8600,6,6,1937,780,780,596,1376,2,3,1,198,0,119500
450,6000,3,7,1948,649,679,504,1183,2,2,0,308,0,120000
451,5684,6,8,1930,813,813,0,813,1,2,0,270,0,110000
452,70761,7,5,1975,1533,1533,0,1533,3,2,2,576,200,280000
453,9303,6,5,1996,872,888,868,1756,4,3,0,422,144,204000
454,9000,8,5,2008,768,786,804,1590,3,3,0,676,0,210000
455,9297,5,5,1976,1728,1728,0,1728,4,4,0,560,0,188000
456,9600,7,6,1973,1242,1242,0,1242,2,3,1,528,0,175500
457,4571,5,5,1916,624,624,720,1344,1,4,0,513,0,98000
458,53227,4,6,1954,1364,1663,0,1663,2,2,2,529,224,256000
459,5100,8,7,1925,588,833,833,1666,1,3,1,228,192,161000
460,7015,5,4,1950,709,979,224,1203,2,3,1,352,0,110000
461,8004,8,5,2009,832,832,1103,1935,4,3,0,552,0,263435
462,7200,7,9,1936,560,575,560,1135,2,3,0,576,256,155000
463,8281,5,5,1965,864,864,0,864,1,3,1,360,0,62383
464,11988,6,7,1934,715,849,811,1660,2,3,1,240,0,188700
465,8430,5,5,1978,1040,1040,0,1040,2,3,0,0,0,124000
466,3072,7,5,2004,1375,1414,0,1414,2,2,1,398,144,178740
467,10628,7,5,1970,1277,1277,0,1277,2,2,1,526,0,167000
468,9480,5,7,1942,728,888,756,1644,2,3,2,312,168,146500
469,11428,8,5,2006,1626,1634,0,1634,2,3,1,866,0,250000
470,9291,6,5,1993,832,832,878,1710,3,3,0,506,144,187000
471,6820,8,5,1985,1488,1502,0,1502,3,1,0,528,0,212000
472,11952,7,6,1977,808,1161,808,1969,3,3,1,534,0,190000
473,3675,6,5,2005,547,1072,0,1072,2,2,0,525,0,148000
474,14977,8,5,2006,1976,1976,0,1976,3,2,1,908,250,440000
475,5330,8,5,2000,1494,1652,0,1652,3,2,0,499,96,251000
476,8480,5,6,1963,970,970,0,970,2,2,0,624,0,132500
477,13125,6,5,1997,1478,1493,0,1493,3,3,1,508,140,208900
478,13693,9,5,2006,2153,2069,574,2643,3,3,1,694,414,380000
479,10637,8,5,2007,1705,1718,0,1718,3,3,1,826,208,297000
480,5925,4,7,1937,907,1131,0,1131,1,2,0,672,0,89471
481,16033,9,5,2004,1833,1850,0,1850,3,3,1,772,519,326000
482,11846,9,5,2003,1792,1792,0,1792,3,2,1,874,206,374000
483,2500,7,8,1915,910,916,910,1826,3,4,1,164,0,155000
484,4500,6,5,1998,1216,1216,0,1216,3,2,0,402,0,164000
485,7758,5,7,1962,999,999,0,999,2,3,0,264,0,132500
486,9600,5,7,1950,1113,1113,0,1113,1,3,1,264,0,147000
487,10289,5,7,1965,1073,1073,0,1073,3,3,0,515,0,156000
488,12243,5,6,1971,1484,1484,0,1484,2,3,1,487,224,175000
489,10800,5,4,1900,954,1766,648,2414,2,3,1,520,142,160000
490,1526,4,8,1970,630,630,0,630,2,1,0,286,0,86000
491,2665,5,6,1976,264,616,688,1304,2,3,1,336,141,115000
492,9490,6,7,1941,806,958,620,1578,2,3,2,240,0,133000
493,15578,6,5,2006,728,728,728,1456,3,3,0,429,0,172785
494,7931,5,6,1960,1269,1269,0,1269,2,3,1,308,0,155000
495,5784,5,8,1938,190,886,0,886,1,2,0,273,144,91300
496,7879,4,5,1920,720,720,0,720,1,2,0,0,0,34900
497,12692,8,5,1992,3200,3228,0,3228,4,4,1,546,264,430000
498,9120,7,6,1925,1026,1133,687,1820,3,4,0,240,0,184000
499,7800,5,7,1967,864,899,0,899,1,3,0,288,64,130000
500,7535,5,7,1958,912,912,0,912,2,2,0,297,12,120000
501,1890,6,5,1973,672,672,546,1218,2,3,0,264,144,113000
502,9803,7,5,2005,866,866,902,1768,3,3,0,603,0,226700
503,9170,5,7,1965,1214,1214,0,1214,2,2,0,461,0,140000
504,15602,7,8,1959,1501,1801,0,1801,3,1,2,484,0,289000
505,2308,6,5,1974,855,855,467,1322,4,3,1,440,260,147000
506,7596,5,5,1952,960,960,1000,1960,2,4,0,400,0,124500
507,9554,8,5,1993,777,1065,846,1911,3,3,1,471,182,215000
508,7862,6,5,2009,1218,1218,0,1218,2,2,0,676,0,208300
509,9600,7,9,1928,689,689,689,1378,2,3,1,360,0,161000
510,9600,5,6,1959,1041,1041,0,1041,2,3,0,270,224,124500
511,14559,5,7,1951,1008,1363,0,1363,2,2,2,288,324,164900
512,6792,7,5,2005,1368,1368,0,1368,2,2,1,474,132,202665
513,9100,5,5,1958,864,864,0,864,2,3,0,624,0,129900
514,9187,6,5,1983,1084,1080,0,1080,2,3,0,484,120,134000
515,10594,5,5,1926,768,789,0,789,1,2,0,200,0,96500
516,12220,10,5,2009,2006,2020,0,2020,4,3,1,900,156,402861
517,10448,6,6,1972,689,1378,741,2119,3,3,1,583,0,158000
518,10208,7,5,1996,1264,1277,1067,2344,3,3,1,889,220,265000
519,9531,6,5,1998,794,882,914,1796,4,3,0,546,0,211000
520,10918,7,9,1926,1276,1276,804,2080,2,3,2,282,0,234000
521,10800,4,7,1900,0,694,600,1294,2,3,0,0,220,106250
522,11988,6,6,1957,1244,1244,0,1244,2,3,2,336,0,150000
523,5000,6,7,1947,1004,1004,660,1664,2,3,2,420,0,159000
524,40094,10,5,2007,3138,3138,1538,4676,5,3,1,884,208,184750
525,11787,7,5,1996,1379,1383,1015,2398,4,3,1,834,239,315750
526,7500,7,5,2005,1257,1266,0,1266,2,3,1,453,38,176000
527,13300,5,7,1956,928,928,0,928,1,2,0,252,261,132000
528,14948,9,5,2008,1452,1476,1237,2713,4,3,1,858,126,446261
529,9098,4,7,1920,528,605,0,605,2,2,0,0,0,86000
530,32668,6,3,1957,2035,2515,0,2515,4,4,2,484,0,200624
531,10200,6,5,1988,1461,1509,0,1509,3,3,1,600,224,175000
532,6155,6,8,1920,611,751,611,1362,2,3,0,502,0,128000
533,7200,5,7,1955,0,827,0,827,1,2,1,392,0,107500
534,5000,1,3,1946,0,334,0,334,1,1,0,0,0,39300
535,9056,8,5,2004,707,707,707,1414,3,3,1,403,100,178000
536,7000,5,7,1910,1117,820,527,1347,2,3,0,0,85,107500
537,8924,7,5,1998,880,880,844,1724,3,3,0,527,120,188000
538,12735,4,5,1972,864,864,0,864,1,3,0,576,216,111250
539,11553,5,5,1968,1051,1159,0,1159,2,3,1,336,466,158000
540,11423,8,5,2001,1581,1601,0,1601,3,3,1,670,180,272000
541,14601,9,5,2006,1838,1838,0,1838,3,2,1,765,270,315000
542,11000,8,5,2000,969,997,1288,2285,3,4,1,648,0,248000
543,10140,7,5,1998,1650,1680,0,1680,3,3,1,583,78,213250
544,4058,7,5,1998,723,767,0,767,2,1,0,367,120,133000
545,17104,7,5,2006,654,664,832,1496,4,3,1,426,100,179665
546,13837,7,5,1988,1204,1377,806,2183,3,4,0,786,0,229000
547,8737,6,7,1923,1065,915,720,1635,2,3,1,440,0,210000
548,7244,5,7,1970,768,768,0,768,2,2,0,624,104,129500
549,8235,5,7,1955,825,825,0,825,2,2,0,720,140,125000
550,9375,7,5,2003,912,912,1182,2094,3,4,1,615,182,263000
551,4043,6,6,1977,1069,1069,0,1069,2,2,0,440,0,140000
552,6000,5,6,1957,928,928,0,928,1,3,0,288,0,112500
553,11146,8,5,2006,1709,1717,0,1717,2,3,1,908,169,255500
554,8777,4,5,1949,0,1126,0,1126,2,2,0,520,0,108000
555,10625,7,5,2003,998,1006,1040,2046,4,3,1,871,320,284000
556,6380,5,6,1922,993,1048,0,1048,1,2,1,280,0,113000
557,14850,5,5,1957,1092,1092,0,1092,2,2,1,299,268,141000
558,11040,4,6,1920,637,897,439,1336,2,3,0,570,0,108000
559,21872,7,5,1996,729,729,717,1446,4,3,1,406,264,175000
560,3196,7,5,2003,1374,1557,0,1557,2,2,1,420,143,234000
561,11341,5,6,1957,1392,1392,0,1392,3,3,1,528,0,121500
562,10010,5,5,1974,1389,1389,0,1389,2,2,1,418,240,170000
563,13907,5,6,1940,996,996,0,996,2,3,1,0,144,108000
564,21780,6,7,1918,1163,1163,511,1674,2,4,1,396,72,185000
565,13346,7,5,1992,1095,1166,1129,2295,4,4,1,590,0,268000
566,6858,6,4,1915,806,841,806,1647,3,4,0,216,0,128000
567,11198,9,5,2005,1122,1134,1370,2504,3,4,1,656,144,325000
568,10171,7,5,2004,1517,1535,0,1535,2,3,0,532,0,214000
569,12327,8,8,1983,1496,1496,636,2132,3,1,1,612,349,316600
570,7032,5,5,1979,943,943,0,943,2,2,2,600,42,135960
571,13101,5,5,1965,1728,1728,0,1728,2,6,0,576,0,142600
572,7332,6,6,1959,864,864,0,864,2,2,0,288,168,120000
573,13159,7,5,2009,846,846,846,1692,3,3,0,650,208,224500
574,9967,7,5,2000,384,774,656,1430,3,3,1,400,100,170000
575,10500,5,7,1971,372,576,533,1109,2,3,0,288,35,139000
576,8480,5,5,1947,832,832,384,1216,1,2,0,336,158,118500
577,6292,7,7,1928,861,877,600,1477,3,3,1,216,0,145000
578,11777,5,6,1966,1164,1320,0,1320,2,3,2,564,160,164500
579,3604,7,5,2007,689,703,689,1392,2,2,0,540,0,146000
580,12150,5,5,1954,1050,1050,745,1795,2,4,0,352,0,131500
581,14585,6,6,1960,1144,1429,0,1429,2,3,2,572,216,181900
582,12704,8,5,2008,2042,2042,0,2042,3,3,1,1390,0,253293
583,11841,6,5,1990,816,816,0,816,2,3,0,0,0,118500
584,13500,10,9,1893,1237,1521,1254,2775,4,3,1,880,105,325000
585,6120,4,7,1935,884,989,584,1573,1,3,0,240,0,133000
586,11443,8,5,2005,1868,2028,0,2028,3,2,2,880,326,369900
587,10267,6,7,1918,816,838,0,838,2,2,0,275,0,130000
588,8740,5,6,1982,840,860,0,860,2,2,0,528,0,137000
589,25095,5,8,1968,1437,1473,0,1473,3,1,2,452,0,143000
590,9100,5,6,1930,742,779,0,935,1,2,0,308,0,79500
591,8320,7,5,2004,770,770,812,1582,3,3,0,520,0,185900
592,13478,10,5,2008,1722,1728,568,2296,4,3,1,842,382,451950
593,6600,5,8,1982,816,816,0,816,2,2,0,816,0,138000
594,4435,6,5,2003,848,848,0,848,2,1,0,420,140,140000
595,7990,5,6,1975,924,924,0,924,1,3,0,280,0,110000
596,11302,8,5,2005,1814,1826,0,1826,3,3,1,758,180,319000
597,3600,6,7,1910,684,684,684,1368,1,3,0,216,0,114504
598,3922,7,5,2006,1258,1402,0,1402,4,2,1,648,120,194201
599,12984,5,6,1977,1430,1647,0,1647,3,3,1,621,0,217500
600,1950,6,6,1980,716,716,840,1556,4,3,1,452,161,151000
601,10927,8,5,2005,1058,1058,846,1904,4,3,1,736,179,275000
602,9000,6,6,1937,780,780,595,1375,2,3,1,544,0,141000
603,10041,8,5,1992,908,927,988,1915,4,3,1,506,120,220000
604,3182,7,5,2004,600,600,600,1200,3,2,0,480,0,151000
605,12803,7,5,2002,1494,1494,0,1494,3,3,1,530,192,221000
606,13600,7,6,1965,768,1186,800,1986,3,3,3,486,0,205000
607,12464,5,5,1996,1040,1040,0,1040,2,3,0,576,168,152000
608,7800,5,8,1948,896,1112,896,2008,4,3,0,230,103,225000
609,12168,8,6,1934,965,1940,1254,3194,3,4,2,380,0,359100
610,7943,4,5,1961,1029,1029,0,1029,2,3,0,261,64,118500
611,11050,9,5,2000,1440,1476,677,2153,4,3,2,736,253,313000
612,10395,6,6,1978,1032,1032,0,1032,3,3,1,564,0,148000
613,11885,8,5,2001,1299,1299,573,1872,4,3,1,531,160,261500
614,8402,5,5,2007,1120,1120,0,1120,1,3,0,0,0,147000
615,1491,4,6,1972,630,630,0,630,2,1,0,0,96,75500
616,8800,6,7,1963,936,1054,0,1054,2,3,0,480,120,137500
617,7861,6,5,2002,783,807,702,1509,4,3,1,393,100,183200
618,7227,6,6,1954,832,832,0,832,1,2,0,528,0,105500
619,11694,9,5,2007,1822,1828,0,1828,2,3,1,774,0,314813
620,12244,8,5,2003,1482,1482,780,2262,4,4,2,749,168,305000
621,8248,3,3,1914,864,864,0,864,2,2,0,0,0,67000
622,10800,6,7,1974,1522,1548,1066,2614,3,4,1,624,38,240000
623,7064,5,6,1977,980,980,0,980,1,3,0,484,192,135000
624,2117,6,5,2000,756,756,756,1512,3,2,1,440,0,168500
625,10400,6,5,1972,732,1012,778,1790,4,4,1,484,148,165150
626,10000,6,6,1962,1116,1116,0,1116,2,3,0,440,0,160000
627,12342,5,5,1960,978,1422,0,1422,1,3,1,286,0,139900
628,9600,6,6,1955,1156,1520,0,1520,2,3,2,364,0,153000
629,11606,5,5,1969,1040,1040,1040,2080,4,5,2,504,335,135000
630,9020,6,5,1964,1248,1350,0,1350,3,3,0,520,176,168500
631,9000,5,6,1880,636,1089,661,1750,1,3,0,240,0,124000
632,4590,8,5,2006,1554,1554,0,1554,2,2,1,627,156,209500
633,11900,7,5,1977,1386,1411,0,1411,2,3,1,544,192,82500
634,9250,5,7,1954,1056,1056,0,1056,2,3,0,260,390,139400
635,6979,6,5,1980,1056,1056,0,1056,2,0,0,576,264,144000
636,10896,6,7,1914,1440,1440,1440,3395,2,8,0,0,0,200000
637,6120,2,3,1936,264,800,0,800,1,1,1,0,0,60000
638,6000,5,4,1954,811,811,576,1387,2,3,0,256,0,93000
639,8777,5,7,1910,796,796,0,796,1,2,0,0,328,85000
640,3982,8,5,2006,1520,1567,0,1567,3,1,1,648,312,264561
641,12677,8,5,2003,1518,1518,0,1518,2,1,1,588,185,274000
642,7050,7,5,2001,1057,1057,872,1929,4,3,1,650,0,226000
643,13860,8,7,1972,1952,2000,704,2704,4,4,3,538,269,345000
644,10793,5,5,1969,780,780,840,1620,3,4,0,462,208,152000
645,9187,9,5,2009,1766,1766,0,1766,4,2,1,478,195,370878
646,10530,6,5,1971,981,981,0,981,3,3,0,576,0,143250
647,7200,5,5,1950,0,1048,0,1048,1,3,0,420,0,98300
648,10452,6,5,1953,1094,1094,0,1094,1,3,2,495,0,155000
649,7700,6,5,1966,756,1051,788,1839,2,4,1,442,0,155000
650,1936,4,6,1970,630,630,0,630,2,1,0,0,0,84500
651,8125,7,6,2007,813,822,843,1665,3,3,0,562,0,205950
652,9084,4,5,1940,755,755,755,1510,2,4,1,296,120,108000
653,8750,7,5,1996,880,909,807,1716,3,2,1,512,0,191000
654,10320,6,7,1906,756,756,713,1469,1,3,0,216,57,135000
655,10437,8,6,1995,2109,2113,0,2113,4,2,1,839,236,350000
656,1680,6,5,1971,525,525,567,1092,2,3,0,264,0,88000
657,10007,5,7,1959,1053,1053,0,1053,3,3,0,312,0,145500
658,7200,7,6,1931,776,851,651,1502,2,3,1,270,0,149000
659,17503,6,5,1948,912,912,546,1458,2,3,1,330,192,97500
660,9937,5,7,1964,1486,1486,0,1486,2,3,0,480,0,167000
661,12384,7,7,1976,793,1142,793,1935,3,3,1,550,0,197900
662,46589,8,7,1994,1629,1686,762,2448,4,4,1,711,517,402000
663,13560,6,3,1968,1392,1392,0,1392,2,2,2,576,0,110000
664,10012,4,5,1972,1138,1181,0,1181,3,3,0,588,0,137500
665,20896,8,5,2005,2077,2097,0,2097,3,1,1,1134,192,423000
666,11194,8,5,2000,1406,1454,482,1936,3,3,1,504,188,230500
667,18450,6,5,1965,1021,1465,915,2380,3,3,1,596,0,129000
668,8125,6,5,1994,1408,1679,0,1679,3,3,1,575,224,193500
669,14175,5,6,1956,1188,1437,0,1437,3,3,1,576,304,168000
670,11600,4,5,1922,700,1180,0,1180,1,2,1,252,0,137500
671,8633,6,5,2005,738,738,738,1476,4,3,0,540,100,173500
672,6629,6,6,1925,672,697,672,1369,3,3,0,300,147,103600
673,11250,6,6,1977,1208,1208,0,1208,3,3,1,546,198,165000
674,14442,6,7,1957,1477,1839,0,1839,3,3,2,416,0,257500
675,9200,6,6,1965,1136,1136,0,1136,2,3,1,384,426,140000
676,2289,6,6,1978,855,855,586,1441,3,3,1,440,28,148500
677,9600,4,2,1900,1095,1095,679,1774,3,4,0,779,0,87000
678,9022,5,8,1924,768,792,0,792,1,2,0,240,316,109500
679,11844,8,5,2008,2046,2046,0,2046,3,3,1,834,322,372500
680,9945,5,5,1961,988,988,0,988,2,3,0,572,0,128500
681,8012,6,5,1980,923,923,0,923,2,2,1,264,80,143000
682,4500,5,5,1932,793,848,672,1520,1,3,0,281,0,159434
683,2887,6,5,1996,1291,1291,0,1291,2,2,1,431,307,173000
684,11248,9,5,2002,1626,1668,0,1668,3,3,1,702,257,285000
685,16770,7,5,1998,1195,1195,644,1839,3,4,0,486,0,221000
686,5062,7,5,1984,1190,1190,900,2090,3,3,1,577,219,207500
687,10207,7,6,2007,874,874,887,1761,3,3,0,578,144,227875
688,5105,7,5,2004,551,551,551,1102,3,2,0,480,0,148800
689,8089,8,6,2007,1419,1419,0,1419,3,2,1,567,140,392000
690,7577,6,5,2005,1362,1362,0,1362,2,2,1,460,192,194700
691,4426,6,5,2004,848,848,0,848,2,1,1,420,149,141000
692,21535,10,6,1994,2444,2444,1872,4316,5,4,2,832,382,755000
693,26178,7,5,1989,1210,1238,1281,2519,4,4,2,628,320,335000
694,5400,5,6,1921,1073,1073,0,1073,1,2,0,326,0,108480
695,6120,5,6,1936,927,1067,472,1539,2,3,0,576,112,141500
696,13811,6,6,1987,1112,1137,0,1137,3,2,1,551,125,176000
697,6000,5,7,1921,616,616,0,616,1,2,0,205,0,89000
698,6420,5,7,1952,980,1148,0,1148,2,2,0,308,0,123500
699,8450,5,8,1965,894,894,0,894,2,3,1,336,416,138500
700,4282,7,5,2004,1391,1391,0,1391,2,2,0,530,156,196000
701,14331,8,5,2002,1800,1800,0,1800,3,3,1,765,270,312500
702,9600,7,5,1969,1164,1164,0,1164,2,3,0,528,0,140000
703,12438,8,5,2006,1234,1264,1312,2576,3,4,1,666,324,361919
704,7630,5,9,1900,360,1032,780,1812,2,4,1,672,344,140000
705,8400,7,5,2004,1473,1484,0,1484,3,3,0,606,0,213000
706,5600,4,5,1930,0,372,720,1092,2,3,0,0,0,55000
707,115149,7,5,1971,1643,1824,0,1824,3,2,2,739,380,302000
708,6240,8,5,2006,1324,1324,0,1324,3,2,1,550,192,254000
709,9018,7,5,2007,728,728,728,1456,3,3,1,400,100,179540
710,7162,5,7,1966,876,904,0,904,1,3,0,408,0,109900
711,4130,3,6,1935,270,729,0,729,1,2,0,0,0,52000
712,8712,4,7,1900,859,859,319,1178,1,2,0,384,68,102776
713,4671,8,5,1988,1228,1228,0,1228,3,2,1,472,168,189000
714,9873,4,5,1970,960,960,0,960,2,3,0,576,0,129000
715,13517,6,8,1976,725,725,754,1479,3,3,0,475,0,130500
716,10140,6,5,1974,1064,1350,0,1350,2,3,1,478,0,165000
717,10800,7,8,1890,718,1576,978,2554,2,3,0,704,0,159500
718,10000,5,6,1973,1176,1178,0,1178,3,3,1,439,224,157000
719,10542,7,5,1993,1311,1325,1093,2418,4,3,1,983,250,341000
720,9920,5,6,1969,971,971,0,971,2,3,1,300,0,128500
721,6563,8,5,1985,1742,1742,0,1742,3,2,1,564,114,275000
722,4426,6,5,2004,848,848,0,848,2,1,0,420,160,143000
723,8120,4,7,1970,864,864,0,864,1,3,0,463,0,124500
724,8172,4,6,1954,941,997,473,1470,2,4,0,548,0,135000
725,13286,9,5,2007,1698,1698,0,1698,3,3,1,768,327,320000
726,6960,4,6,1970,864,864,0,864,1,3,0,660,96,120500
727,21695,6,9,1988,880,1680,0,1680,3,3,1,540,292,222000
728,7314,7,5,2007,1232,1232,0,1232,3,2,0,632,132,194500
729,11475,5,5,1958,1584,1776,0,1776,3,4,0,888,0,110000
730,6240,4,5,1925,780,848,0,1208,1,2,0,539,0,103000
731,5389,8,5,1995,1595,1616,0,1616,3,2,1,608,237,236500
